annee;numDepartement;nbHabitantsDepartement;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE;populationDepartement
2010;84;557548;19;56;10107;2;76673;2274964;13874649,62;16,15309199;13;28;3233;33484;809232;4017772;19,9801441;557548
2011;84;557548;19;54;9836;2;75315;2344373;14175814,87;16,8327016;12;25;2870;31516;790459;3954558;20,74286669;557548
2012;84;557548;19;56;10076;2;76359;2170379;13344077,17;15,46368784;12;25;2870;32275;733127;3700514;18,75440639;557548
2013;84;557548;20;63;11095;2;78445;2141415;12938227,42;15,41691691;13;26;2962;33751;749496;3770075;18,13291217;557548
2014;84;557548;20;60;9899;2;88420;2458154;14758965,46;16,61181776;13;26;2962;35236;766243;3867040;17,77007985;557548
2015;84;557548;22;64;10642;2;90316;2391270;14721491,59;15,98505449;14;29;3435;39794;803592;4153842;16,43737433;557548
2016;84;557548;21;63;10895;2;93380;2484207;15497884,5;15,27716802;14;29;3205;40883;852050;4437088;17,28372222;557548
2017;84;557548;21;63;10462;2;93970;2357088;14868254,42;14,97120453;14;29;3384;41692;818683;4313115;16,3236053;557548
2018;84;557548;21;63;10420;2;96083;2248095;14608772,34;14,0143771;14;27;3101;37505;730623;3930932;15,68059719;557548
2019;84;557548;21;62;10017;2;94712;2327052;15512893,03;14,5935032;14;28;3348;37714;801833;4369271;16,60380961;557548
2020;84;557548;21;62;10336;2;44923;672968;4391034,31;8,854683653;14;28;3548;18031;276328;1489490;11,86858687;557548
1966;85;421350;;55;23336;;;1536503;663820,037;;;;;;;;;421350
1967;85;421350;;54;23297;;;1447227;713996,8016;;;;;;;;;421350
1968;85;421350;;54;23297;;;1432344;720689,7708;;;;;;;;;421350
1969;85;421350;;52;22584;;;1250669;709925,6506;;;;;;;;;421350
1970;85;421350;;49;21573;;;1286479;796783,1733;;;;;;;;;421350
1971;85;421350;;47;21050;;;1140801;780332,2474;;;;;;;;;421350
1972;85;450641;;45;20208;;;1217492;915223,8638;;;;;;;;;450641
1973;85;450641;;45;19847;;;1102494;949304,6038;;;;;;;;;450641
1974;85;450641;;46;19614;;;1114740;1086283,247;;;;;;;;;450641
1975;85;450641;;43;18671;;;1081346;1198791,994;;;;;;;;;450641
1976;85;450641;;49;19454;;;1077172;1385795,105;;;;;;;;;450641
1977;85;450641;;48;19065;;;1036552;1509552,151;;;;;;;;;450641
1978;85;450641;;51;19360;;;1141195;1822055,409;;;;;;;;;450641
1979;85;483027;;48;18784;;;1120248;1972990,76;;;;;;;;;483027
1980;85;483027;;47;18409;;;1013246;2276487,636;;;;;;;;;483027
1981;85;483027;;49;18452;;;1038618;2707891,828;;;;;;;;;483027
1982;85;483027;;49;17449;;;1169641;3361610,593;;;;;;;;;483027
1983;85;483027;;53;17481;;;1159987;3714733,13;;;;;;;;;483027
1984;85;483027;;53;16773;;;1088569;3744743,939;;;;;;;;;483027
1985;85;483027;;51;16057;;;1001330;3668519,278;;;;;;;;;483027
1986;85;483027;;52;16050;;;986615;3848003,986;;;;;;;;;483027
1987;85;509356;;52;15750;;;810462,2862;3253788,68;;;;;;;;;509356
1988;85;509356;;49;14251;;;796653,6576;3269026,718;;;;;;;;;509356
1989;85;509356;;49;14231;;;751314,2931;3142586,538;;;;;;;;;509356
1990;85;509356;;46;13560;;;713318,2688;3094861,844;;;;;;;;;509356
1991;85;509356;;45;12950;;;694799,5444;3209422,754;;;;;;;;;509356
1992;85;509356;30;46;12461;;21283;607642;2902814,3;11,3455285;;;;;;;;509356
1993;85;509356;29;45;12011;;23918;784338;3874240,27;13,6026869;;;;;;;;509356
1994;85;509356;29;45;12011;;24659;776775;3476550,3;13,5740759;;;;;;;;509356
1995;85;539664;29;45;12011;;25152;741359;3740203,49;12,99771064;;;;;;;;539664
1996;85;539664;30;46;12146;;26769;770115;3921247,34;12,47335433;;;;;;;;539664
1997;85;539664;29;45;11880;;26652;772283;4004150,79;12,56728028;;;;;;;;539664
1998;85;539664;29;45;11224;;26341;965939;5172856,33;16,25792898;;;;;;;;539664
1999;85;539664;29;45;11224;;26511;790998;4151366,37;12,83433445;;;;;;;;539664
2000;85;539664;29;45;11714;;26842;775245;4114037,31;11,96019486;;;;;;;;539664
2001;85;539664;29;53;13328;1;37876;1008817;5554462,94;11,18585098;;;;;;;;539664
2002;85;539664;30;54;13728;1;37099;1042472;5805360,17;11,79391712;12;25;6066;17716;480084;2626835;11,62559071;539664
2003;85;597185;31;62;14897;1;35424;977417;5638059,36;11,6278948;13;33;7898;29354;812778;4743058;11,91389748;597185
2004;85;597185;31;57;13685;1;36826;1244675;7364552,61;15,50192137;12;20;4716;9244;318797;1770371;14,27579867;597185
2005;85;666714;29;54;11480;1;36781;1041026;6206903,23;13,84308109;11;21;4120;14035;401521;2330920;15,08979367;666714
2006;85;666714;28;52;11000;1;37073;1259827;7641091,9;16,51210654;13;34;6897;31617;1134620;6947359;18,01384435;666714
2007;85;666714;28;51;10846;1;36406;1226902;7451391,1;16,25447183;14;36;7413;32429;1108132;6810651;16,42271904;666714
2008;85;666714;28;54;11051;1;38551;1303762;8080551,52;16,47984623;10;21;4675;19940;740681;4611597;16,38386249;666714
2009;85;666714;28;54;11051;1;40729;1373060;8730571,79;16,75898352;10;25;5097;23609;865406;5644702;17,54953135;666714
2010;85;666714;28;54;11051;1;42305;1425845;9221535,93;16,9840322;15;36;7303;34020;1183398;7661302;17,21260866;666714
2011;85;666714;28;54;11051;1;46824;1592914;10339240,44;17,03182097;12;27;5732;28354;1107685;7189291;18,16832822;666714
2012;85;666714;29;55;11211;1;45104;1444374;9225614,55;16,12157341;14;28;5179;26162;702033;4281582;14,75999112;666714
2013;85;666714;29;55;11211;1;47626;1355599;8578359,18;14,29822667;13;27;5239;26284;650653;3902349;12,91796056;666714
2014;85;666714;29;55;11211;1;49060;1591829;9906446,97;16,24220339;16;30;5746;28740;818764;4830033;14,96174518;666714
2015;85;666714;28;54;11009;1;50453;1628793;10116492,45;16,3750831;16;30;5615;28804;824736;4821354;15,38405865;666714
2016;85;666714;28;54;10840;1;52416;1634863;10064673,48;15,88834311;16;26;5186;24106;722643;4072072;15,27076524;666714
2017;85;666714;27;53;10779;1;53503;1685230;10422908,41;15,9517624;16;26;4970;25011;741044;4272934;15,99842486;666714
2018;85;666714;27;54;10860;1;54999;1618435;10016821,31;14,94516147;17;32;6033;31746;836943;4869480;14,06202903;666714
2019;85;666714;27;54;10860;1;55896;1764918;11106843,16;16,08318445;19;34;6431;33590;966253;5680460;15,4678636;666714
2020;85;666714;28;61;11956;1;30133;574089;3526619,07;9,836004063;19;34;6431;16871;299946;1711846;9,658721689;666714
1966;86;340256;;24;11069;;;967703;444286,8969;;;;;;;;;340256
1967;86;340256;;24;11069;;;906621;456585,7213;;;;;;;;;340256
1968;86;340256;;22;10005;;;880185;447193,0325;;;;;;;;;340256
1969;86;340256;;24;10901;;;805944;488453,0541;;;;;;;;;340256
1970;86;340256;;24;10701;;;800414;551462,8245;;;;;;;;;340256
1971;86;340256;;24;10753;;;750068;585440,9664;;;;;;;;;340256
1972;86;357366;;24;10605;;;757820;652624,791;;;;;;;;;357366
1973;86;357366;;26;10689;;;718546;728112,2086;;;;;;;;;357366
1974;86;357366;;26;10140;;;788915;932457,158;;;;;;;;;357366
1975;86;357366;;26;9831;;;811176;1100193,153;;;;;;;;;357366
1976;86;357366;;25;9094;;;785334;1215141,389;;;;;;;;;357366
1977;86;357366;;32;10206;;;742326;1237219,665;;;;;;;;;357366
1978;86;357366;;30;8955;;;974929;1784004,287;;;;;;;;;357366
1979;86;371428;;29;8077;;;933809;1892642,81;;;;;;;;;371428
1980;86;371428;;29;7826;;;908004;2283331,987;;;;;;;;;371428
1981;86;371428;;33;7674;;;1015074;2822734,569;;;;;;;;;371428
1982;86;371428;;29;6577;;;1051439;3278119,145;;;;;;;;;371428
1983;86;371428;;35;7505;;;1109368;3750373,576;;;;;;;;;371428
1984;86;371428;;37;7796;;;1080502;3827236,084;;;;;;;;;371428
1985;86;371428;;37;7707;;;953419;3546707,787;;;;;;;;;371428
1986;86;371428;;36;7558;;;951140;3696597,355;;;;;;;;;371428
1987;86;379977;;40;7965;;;749362,1622;3086008,795;;;;;;;;;379977
1988;86;379977;;37;7412;;;697221,8031;2984250,403;;;;;;;;;379977
1989;86;379977;;36;7246;;;684481,5902;3013177,227;;;;;;;;;379977
1990;86;379977;;35;7223;;;699513,335;3195766,598;;;;;;;;;379977
1991;86;379977;;35;7213;;;649728,9298;3131763,62;;;;;;;;;379977
1992;86;379977;17;34;6860;1;28974;636689;3108604,31;11,372127;;;;;;;;379977
1993;86;379977;17;34;6860;1;29212;747564;3667592,49;12,9715762;;;;;;;;379977
1994;86;379977;17;34;6860;1;31782;736359;3445527,71;11,92886605;;;;;;;;379977
1995;86;399024;17;34;6860;1;31302;791325;3800282,99;13,17352141;;;;;;;;399024
1996;86;399024;17;34;6940;1;32032;810662;3775884,95;13,33130951;;;;;;;;399024
1997;86;399024;17;34;6926;1;31504;819049;3909831,64;13,56964531;;;;;;;;399024
1998;86;399024;18;46;8425;2;32236;957622;4721819,72;15,56752535;;;;;;;;399024
1999;86;399024;19;47;8562;2;50133;964170;4576236,27;11,52459943;;;;;;;;399024
2000;86;399024;19;47;8560;2;47537;990475;4727851,03;12,64657889;;;;;;;;399024
2001;86;399024;18;46;8409;2;45671;1101836;5213797,19;14,52735366;;;;;;;;399024
2002;86;399024;19;47;8559;2;42768;1054388;5191436,37;14,49885228;8;9;2032;5139;209119;794446;12,41853858;399024
2003;86;418460;19;47;8559;2;41151;970301;5106726,04;13,42786106;8;9;2032;5351;196248;753082;11,10992227;418460
2004;86;418460;17;39;7208;2;45398;1117040;5948971,13;14,3829794;9;10;2182;6426;250415;980196;12,44937153;418460
2005;86;434887;17;39;6439;2;45640;964263;5217502,13;12,77950356;9;10;1282;6456;208307;806048;22,97857648;434887
2006;86;434887;17;39;6439;2;46398;1048518;5729625,68;13,49113422;10;11;1571;7232;250614;1001912;23,77584031;434887
2007;86;434887;17;39;6439;2;46171;996641;5377839,42;12,9517174;10;11;1433;7054;241395;972538;25,19473091;434887
2008;86;434887;17;39;6439;2;48812;1045846;5707691,25;12,80372778;9;10;1282;7193;226722;909178;22,94668829;434887
2009;86;434887;17;39;6439;2;50635;1102161;6371252,78;13,02411757;8;9;1116;6996;211944;855315;22,15974497;434887
2010;86;434887;17;39;6439;2;51931;1147225;6876053,38;13,21965584;9;10;1282;7496;232540;986322;22,32872017;434887
2011;86;434887;16;38;6319;2;51101;1190568;7279803,25;14,13873817;9;10;1282;7777;238670;1030089;22,45859881;434887
2012;86;434887;17;48;8048;3;55501;1141958;6897518,11;12,22889565;9;12;1510;8144;229824;988285;20,54454339;434887
2013;86;434887;17;48;7796;2;66781;1114964;6772060,96;9,821888614;10;13;1661;10978;231427;1020123;15,95961323;434887
2014;86;434887;17;48;7796;2;72816;1278105;7828464,59;10,61498133;10;13;1661;11881;285307;1289650;17,88596021;434887
2015;86;434887;17;48;7883;2;73681;1274574;7960874,35;10,5434295;10;13;1748;12671;275048;1215176;15,57458784;434887
2016;86;434887;17;48;7763;2;75216;1339693;8298690,46;10,99607818;10;13;1628;12938;304437;1385370;17,98914755;434887
2017;86;434887;17;48;7883;2;73928;1316387;8331070,03;10,77865497;12;21;2922;24215;493826;2626140;14,98950213;434887
2018;86;434887;17;48;7883;2;73214;1266304;8064993,41;10,50514288;13;22;3155;24482;490068;2599317;14,30247045;434887
2019;86;434887;17;48;7883;2;72503;1331376;8617982,69;11,14647039;13;22;3155;24509;521129;2828064;15,22487356;434887
2020;86;434887;17;48;7838;2;34905;411275;2595730,53;7,173679351;13;22;3155;10944;180496;950544;12,00060902;434887
1966;87;341589;;22;12465;;;863457;435578,3992;;;;;;;;;341589
1967;87;341589;;20;11187;;;844579;461688,4948;;;;;;;;;341589
1968;87;341589;;18;10586;;;803896;439751,2337;;;;;;;;;341589
1969;87;341589;;16;10007;;;741829;467622,2679;;;;;;;;;341589
1970;87;341589;;14;7481;;;729413;515475,2522;;;;;;;;;341589
1971;87;341589;;13;7228;;;692884;586973,6888;;;;;;;;;341589
1972;87;352149;;14;7520;;;690340;608573,7327;;;;;;;;;352149
1973;87;352149;;17;8046;;;677550;679816,5124;;;;;;;;;352149
1974;87;352149;;17;7680;;;658483;780937,7749;;;;;;;;;352149
1975;87;352149;;16;7378;;;756442;1020948,019;;;;;;;;;352149
1976;87;352149;;16;6864;;;795187;1208055,559;;;;;;;;;352149
1977;87;352149;;18;7198;;;762971;1267511,895;;;;;;;;;352149
1978;87;352149;;23;6825;;;856121;1617097,462;;;;;;;;;352149
1979;87;355737;;23;6675;;;926458;1959764,283;;;;;;;;;355737
1980;87;355737;;25;6166;;;907770;2430918,49;;;;;;;;;355737
1981;87;355737;;26;6192;;;983199;2984150,028;;;;;;;;;355737
1982;87;355737;;26;6068;;;1066310;3520996,193;;;;;;;;;355737
1983;87;355737;;26;6068;;;1053027;3778089,417;;;;;;;;;355737
1984;87;355737;;29;6249;;;1020927;3854084,033;;;;;;;;;355737
1985;87;355737;;32;6312;;;931396;3677520,63;;;;;;;;;355737
1986;87;355737;;38;7424;;;1006820;4100205,909;;;;;;;;;355737
1987;87;353593;;39;7595;;;748301,8698;3222803,623;;;;;;;;;353593
1988;87;353593;;37;7302;;;670707,0497;3053697,592;;;;;;;;;353593
1989;87;353593;;37;7302;;;629170,9951;2944116,333;;;;;;;;;353593
1990;87;353593;;32;6443;;;631041,5176;3018402,653;;;;;;;;;353593
1991;87;353593;;31;6295;;;567377,8607;2888532,209;;;;;;;;;353593
1992;87;353593;11;26;5458;;21879;619694;3151411,54;14,38974313;;;;;;;;353593
1993;87;353593;11;26;5458;;21990;723768;3717473,52;16,1917177;;;;;;;;353593
1994;87;353593;11;26;5458;;22334;691540;3632775,93;15,72825691;;;;;;;;353593
1995;87;353893;11;26;5458;;22842;713758;3854620,09;15,74525684;;;;;;;;353893
1996;87;353893;10;29;5495;1;24327;727069;3978519,76;15,15131118;;;;;;;;353893
1997;87;353893;10;29;5469;1;30403;823725;4479965,15;14,79803638;;;;;;;;353893
1998;87;353893;10;29;5469;1;29730;914993;5039475,16;17,09549598;;;;;;;;353893
1999;87;353893;10;29;5469;1;29635;791524;4330510,42;14,69354629;;;;;;;;353893
2000;87;353893;10;32;5864;1;31767;808479;4377108,88;14,48212303;;;;;;;;353893
2001;87;353893;10;32;5864;1;33347;909441;4799138,98;15,44718029;;;;;;;;353893
2002;87;353893;11;33;6123;1;26349;823436;4165206,62;17,8572265;8;25;4547;24422;765238;3901252;18,14052711;353893
2003;87;367156;10;27;5006;1;27612;807781;4398999,18;17,03627982;7;11;2295;6158;155272;683753;11,69885499;367156
2004;87;367156;10;27;5006;1;27785;938512;5159171,48;19,76087645;8;12;2554;6545;198057;890457;13,87486234;367156
2005;87;375795;10;27;4853;1;26980;796056;4508586,89;17,60732803;8;12;2377;5411;140694;638763;12,53294827;375795
2006;87;375795;10;27;4853;1;27943;874800;5058601,22;18,25375346;8;12;2377;6759;179479;830344;12,85863306;375795
2007;87;375795;10;27;4853;1;28029;815476;4863402,53;16,90116558;7;11;2085;6475;164730;788786;12,74798716;375795
2008;87;375795;11;37;6868;2;29896;837020;5193525,64;15,93085148;7;11;2107;6662;161201;805499;11,96572124;375795
2009;87;375795;11;37;6868;2;39705;957757;6056343,25;13,27870859;7;11;2107;6640;148217;732956;11,01694348;375795
2010;87;375795;11;37;6868;2;39909;972933;6316586,42;13,55298859;8;12;2377;7114;154898;771281;10,56875511;375795
2011;87;375795;11;37;6868;2;41182;1018419;6849097,11;13,60398761;8;12;2377;7741;178326;910841;11,05056803;375795
2012;87;375795;11;37;6868;2;40256;958389;6413434,84;12,96133356;8;12;2377;7708;159442;821653;9,835274785;375795
2013;87;375795;11;37;6868;2;41433;892546;5939938,24;11,7888908;8;12;2377;7836;151154;779445;9,142906224;375795
2014;87;375795;11;37;6868;2;42397;985334;6345085,2;12,81594747;8;12;2377;8367;162386;846015;9,436871245;375795
2015;87;375795;11;37;6831;2;43195;964717;6356573;12,47222339;8;12;2364;8655;152181;789258;8,630357927;375795
2016;87;375795;11;37;6868;2;44516;1022638;6722907,43;12,93984474;8;12;2377;8942;169105;876733;9,373564005;375795
2017;87;375795;11;39;7056;2;47602;1043214;6872498,06;12,3231451;8;12;2364;9654;176494;913499;9,130229433;375795
2018;87;375795;11;39;7056;2;51174;1002313;6466522,22;11,17666087;8;12;2364;9483;173354;873989;9,031704798;375795
2019;87;375795;11;41;7294;2;51041;1041601;6915253,17;11,67070274;8;12;2377;9426;177975;901739;9,348526297;375795
2020;87;375795;11;41;7294;2;21408;305606;2011575,7;8,246425113;8;12;2377;3866;52158;257509;6,823060632;375795
1966;88;388201;;57;24744;;;1884373;654557,9969;;;;;;;;;388201
1967;88;388201;;51;22387;;;1597692;639000,4223;;;;;;;;;388201
1968;88;388201;;49;21830;;;1515458;621558,2729;;;;;;;;;388201
1969;88;388201;;42;19252;;;1247699;601231,3307;;;;;;;;;388201
1970;88;388201;;43;19674;;;1234017;637845,621;;;;;;;;;388201
1971;88;388201;;43;19304;;;1217858;699046,4314;;;;;;;;;388201
1972;88;397957;;42;18763;;;1220469;774677,456;;;;;;;;;397957
1973;88;397957;;43;19195;;;1065102;790144,171;;;;;;;;;397957
1974;88;397957;;42;19090;;;1064897;925103,3223;;;;;;;;;397957
1975;88;397957;;44;19160;;;1011942;1034729,258;;;;;;;;;397957
1976;88;397957;;41;17932;;;878641;1070455,99;;;;;;;;;397957
1977;88;397957;;40;17467;;;800488;1062143,555;;;;;;;;;397957
1978;88;397957;;40;16660;;;798687;1173484,085;;;;;;;;;397957
1979;88;395769;;37;15103;;;765999;1235033,546;;;;;;;;;395769
1980;88;395769;;37;14049;;;672439;1415520,834;;;;;;;;;395769
1981;88;395769;;42;14270;;;778006;1868470,037;;;;;;;;;395769
1982;88;395769;;43;14287;;;950277;2644303,971;;;;;;;;;395769
1983;88;395769;;41;13603;;;889543;2717209,512;;;;;;;;;395769
1984;88;395769;;44;13484;;;820655;2756867,904;;;;;;;;;395769
1985;88;395769;;44;13545;;;712675;2543705,914;;;;;;;;;395769
1986;88;395769;;44;13332;;;625006;2393834,09;;;;;;;;;395769
1987;88;386258;;40;12296;;;436837,3637;1791664,995;;;;;;;;;386258
1988;88;386258;;35;10609;;;342159,5899;1462948,189;;;;;;;;;386258
1989;88;386258;;33;9728;;;352801,2007;1584245,914;;;;;;;;;386258
1990;88;386258;;28;8069;;;364163,5041;1599393,389;;;;;;;;;386258
1991;88;386258;;29;8246;;;358548,592;1683495,255;;;;;;;;;386258
1992;88;386258;19;29;6915;;13525;351569;1706136,08;12,89204381;;;;;;;;386258
1993;88;386258;18;28;6775;;14545;481194;2315858,16;16,40381711;;;;;;;;386258
1994;88;386258;18;28;6775;;14583;447764;2232449,35;15,30584759;;;;;;;;386258
1995;88;380952;17;27;6275;;15271;505010;2442976,41;16,5100909;;;;;;;;380952
1996;88;380952;18;28;6675;;15563;522583;2550413,96;16,68289998;;;;;;;;380952
1997;88;380952;17;27;6595;;15272;547810;2657949,83;17,84272437;;;;;;;;380952
1998;88;380952;17;27;6389;;14685;643363;3280072,58;22,44690969;;;;;;;;380952
1999;88;380952;17;27;6389;;14914;524334;2592052,3;17,88518273;;;;;;;;380952
2000;88;380952;17;27;6391;;15058;524777;2630858,21;17,73089951;;;;;;;;380952
2001;88;380952;17;27;6391;;15624;581498;2995892,56;18,76229717;;;;;;;;380952
2002;88;380952;16;26;6271;;15619;556125;2986335,79;17,50640209;6;15;3121;11262;409993;2229712;19,59227306;380952
2003;88;379975;17;27;6391;;15879;495246;2656812,28;15,44252668;7;16;3129;12099;378501;2046641;16,78402892;379975
2004;88;379975;17;27;6102;;17062;598384;3181986,55;17,67425512;6;15;2726;12349;429033;2320197;19,10318981;379975
2005;88;372016;16;26;6031;;17009;492789;2639375,65;14,49675743;7;16;3093;12888;376782;2025681;15,44084109;372016
2006;88;372016;16;26;6031;;17786;584036;3168742,33;16,16016615;7;16;3135;14648;481039;2674057;17,34652187;372016
2007;88;372016;16;26;6031;;17613;556798;3061133,45;15,52999506;8;16;3134;13463;425009;2348340;16,3677655;372016
2008;88;372016;16;26;6031;;18394;589528;3292488,18;15,69299309;8;16;3134;13864;442429;2488876;16,57318018;372016
2009;88;372016;16;26;6031;;18023;588473;3362682,13;16,0672151;7;15;2806;12991;421489;2458312;17,55219781;372016
2010;88;372016;16;26;6031;;18181;566671;3293055,99;15,3832309;8;16;3134;13716;433995;2531061;16,60406912;372016
2011;88;372016;16;28;6622;1;18905;643339;3868935,04;14,94965226;8;18;3725;14387;485038;2899776;15,0539837;372016
2012;88;372016;16;28;6622;1;19904;622319;3947021,19;14,66310754;8;18;3725;15965;506907;3244950;15,58273043;372016
2013;88;372016;15;27;6219;1;21845;621614;3909588,15;13,29671258;6;16;3301;16499;483222;3104629;14,34039132;372016
2014;88;372016;16;28;6622;1;22882;723663;4357139,69;14,58210668;7;17;3397;17424;555591;3395011;15,83911012;372016
2015;88;372016;16;28;6622;1;23588;734984;4489249,1;14,35287997;7;17;3397;17634;556396;3456322;15,70921814;372016
2016;88;372016;16;28;6622;1;24611;782450;4769919,18;14,67273216;6;16;3207;16648;566149;3535356;17,06387504;372016
2017;88;372016;16;28;6622;1;25817;782339;4742760,5;13,80115438;7;17;3397;18803;613220;3783436;16,63881863;372016
2018;88;372016;16;30;6806;1;26698;756399;4564305,77;13,18865892;5;12;2307;13630;465311;2850279;17,84565503;372016
2019;88;372016;15;29;6398;1;28695;848890;5195851,61;14,2970538;7;18;3581;20010;626770;3902627;15,79191369;372016
2020;88;372016;16;35;7138;1;15329;272093;1608010,83;8,57529514;8;26;4621;13125;231974;1393162;9,301156279;372016
1966;89;283376;;25;9463;;;810996;328428,6927;;;;;;;;;283376
1967;89;283376;;26;9622;;;800438;359547,8057;;;;;;;;;283376
1968;89;283376;;26;9622;;;749756;339505,6383;;;;;;;;;283376
1969;89;283376;;25;9522;;;658798;352592,9291;;;;;;;;;283376
1970;89;283376;;25;9322;;;646339;380498,7217;;;;;;;;;283376
1971;89;283376;;26;9170;;;579948;398040,4203;;;;;;;;;283376
1972;89;299851;;27;9120;;;648712;530668,931;;;;;;;;;299851
1973;89;299851;;27;8656;;;603394;580234,3751;;;;;;;;;299851
1974;89;299851;;27;8156;;;614215;654442,4406;;;;;;;;;299851
1975;89;299851;;30;8417;;;623116;770848,8514;;;;;;;;;299851
1976;89;299851;;29;7952;;;589185;838363,6427;;;;;;;;;299851
1977;89;299851;;26;6900;;;557630;884274,4265;;;;;;;;;299851
1978;89;299851;;28;7351;;;641117;1121600,349;;;;;;;;;299851
1979;89;311019;;29;7463;;;667471;1283889,188;;;;;;;;;311019
1980;89;311019;;30;7014;;;622779;1519093,325;;;;;;;;;311019
1981;89;311019;;31;6317;;;722049;1936413,21;;;;;;;;;311019
1982;89;311019;;31;6317;;;778573;2333712,423;;;;;;;;;311019
1983;89;311019;;31;6117;;;714332;2333277,791;;;;;;;;;311019
1984;89;311019;;32;6417;;;604121;2083731,86;;;;;;;;;311019
1985;89;311019;;32;6417;;;545462;1999210,619;;;;;;;;;311019
1986;89;311019;;28;6354;;;508795;1992934,066;;;;;;;;;311019
1987;89;323096;;28;6355;;;398311,3401;1625775,173;;;;;;;;;323096
1988;89;323096;;23;5096;;;336261,306;1434142,665;;;;;;;;;323096
1989;89;323096;;19;3915;;;317225,3445;1397916,958;;;;;;;;;323096
1990;89;323096;;19;3999;;;327871,5197;1446488,998;;;;;;;;;323096
1991;89;323096;;19;3932;;;328930,9942;1487360,201;;;;;;;;;323096
1992;89;323096;11;19;3650;;8834;336115;1532552,4;16,61720291;;;;;;;;323096
1993;89;323096;9;16;3413;;9444;408003;1909427,67;18,39205073;;;;;;;;323096
1994;89;323096;9;16;3413;;9740;388418;1883673,61;17,32007841;;;;;;;;323096
1995;89;333221;11;18;3626;;10293;440081;2138915,05;18,698207;;;;;;;;333221
1996;89;333221;9;16;3360;;10675;431433;2170073,75;17,75459788;;;;;;;;333221
1997;89;333221;10;17;3628;;11278;458337;2345537,6;17,86088805;;;;;;;;333221
1998;89;333221;10;17;3628;;11013;546486;2900649,77;22,26541874;;;;;;;;333221
1999;89;333221;12;24;4390;1;14258;476216;2459192,98;16,08723162;;;;;;;;333221
2000;89;333221;11;22;4335;1;17792;531331;2810985,93;13,6907176;;;;;;;;333221
2001;89;333221;11;22;4051;1;17587;606785;3224000,69;16,69705488;;;;;;;;333221
2002;89;333221;11;22;4051;1;18025;593267;3287712,74;15,88192698;1;8;1809;11229;389052;2148413;15,52804253;333221
2003;89;340088;9;20;3852;1;17991;549634;3113359,04;14,66131288;2;10;2124;13541;432157;2479443;14,90683851;340088
2004;89;340088;8;19;3778;1;18019;635167;3570659,55;17,09975095;2;10;2126;13323;490698;2801841;17,17883637;340088
2005;89;340903;8;19;3358;1;18375;539534;3053675,86;15,68194429;2;10;1910;13805;425357;2446903;16,19778836;340903
2006;89;340903;8;19;3358;1;18199;605741;3554305,75;17,40109025;1;8;1593;11940;408116;2400765;17,55700857;340903
2007;89;340903;8;19;3358;1;17725;557674;3242441,59;16,35422492;1;8;1593;11590;364720;2117045;15,96995868;340903
2008;89;340903;8;19;3358;1;18886;570792;3469497,96;15,91791284;2;9;1861;12279;381367;2347397;15,55246618;340903
2009;89;340903;8;19;3358;1;18282;569132;3451831,3;16,52174065;2;9;1861;11930;391741;2446328;16,58094183;340903
2010;89;340903;8;19;3358;1;20591;550171;3463834,05;13,99053669;2;9;1861;14656;387440;2539017;13,34951833;340903
2011;89;340903;8;19;3358;1;22852;596578;3869484,14;13,71710768;2;9;1861;16827;416151;2747060;12,551602;340903
2012;89;340903;8;18;3300;1;23668;550997;3517983,96;12,16594797;3;10;1906;17579;408353;2598930;12,06504766;340903
2013;89;340903;8;18;3300;1;24004;501567;3167172,5;10,95900917;3;10;1906;17291;359646;2297031;10,6950539;340903
2014;89;340903;8;18;3300;1;25435;573035;3618336,09;11,9328718;4;11;2047;18050;412249;2652141;11,79010727;340903
2015;89;340903;7;21;4046;1;28168;607157;3950556,46;11,19490264;5;13;2605;19778;434120;2879220;11,0702622;340903
2016;89;340903;7;21;3894;1;35187;753680;4839412,87;11,43495067;5;13;2453;20202;443128;2873954;11,35662469;340903
2017;89;340903;8;22;4164;1;34718;759928;4907198,84;11,41596118;5;12;2352;17425;399755;2452260;12,053364;340903
2018;89;340903;7;21;3896;1;35047;714003;4566098,31;10,66412103;4;11;2084;17151;358758;2194967;10,92238929;340903
2019;89;340903;7;21;3973;1;33492;735236;4811405,66;11,5375713;6;20;3795;33192;730990;4791433;11,57048445;340903
2020;89;340903;8;22;4047;1;17187;224498;1420364,8;6,838427982;6;20;3795;17007;221552;1406813;6,815824877;340903
1966;90;118450;;12;5791;;;565793;242144,0735;;;;;;;;;118450
1967;90;118450;;11;5491;;;495458;241711,5756;;;;;;;;;118450
1968;90;118450;;10;5181;;;476737;234289,1379;;;;;;;;;118450
1969;90;118450;;10;5124;;;441940;247175,0435;;;;;;;;;118450
1970;90;118450;;10;5107;;;468283;272495,7581;;;;;;;;;118450
1971;90;118450;;9;4412;;;438187;300655,6832;;;;;;;;;118450
1972;90;128125;;8;4106;;;445343;381198,9201;;;;;;;;;128125
1973;90;128125;;6;3489;;;398839;388219,8071;;;;;;;;;128125
1974;90;128125;;6;3489;;;401796;445321,7208;;;;;;;;;128125
1975;90;128125;;6;3489;;;393907;512861,8187;;;;;;;;;128125
